Full Name,Filler Name,Short Name,Districts,Type
ulica Pomarańczowa,ulicy Pomarańczowej,ul. Pomarańczowa,Wawer,ulica
ulica Pomianowska,ulicy Pomianowskiej,ul. Pomianowska,Białołęka,ulica
ulica Pomiechowska,ulicy Pomiechowskiej,ul. Pomiechowska,Wawer,ulica
ulica Pomocnicza,ulicy Pomocniczej,ul. Pomocnicza,Targówek,ulica
ulica Pomologiczna,ulicy Pomologicznej,ul. Pomologiczna,Wawer,ulica
ulica Pomorska,ulicy Pomorskiej,ul. Pomorska,Białołęka,ulica
ulica Ponarska,ulicy Ponarskiej,ul. Ponarska,Targówek,ulica
ulica Ponczowa,ulicy Ponczowej,ul. Ponczowa,Wilanów,ulica
Aleja Księcia Józefa Poniatowskiego,Alei Księcia Józefa Poniatowskiego,al. Józefa Poniatowskiego,Praga-Południe,Aleja
Most Księcia Józefa Poniatowskiego,Mostu Księcia Józefa Poniatowskiego,Most Józefa Poniatowskiego,"Praga-Południe, Śródmieście",Most
ulica Poniecka,ulicy Ponieckiej,ul. Poniecka,Ochota,ulica
ulica Antoniego Ponikowskiego,ulicy Antoniego Ponikowskiego,ul. A. Ponikowskiego,Mokotów,ulica
ulica Pontonierów,ulicy Pontonierów,ul. Pontonierów,Rembertów,ulica
ulica Popas,ulicy Popas,ul. Popas,Włochy,ulica
ulica Popiela,ulicy Popiela,ul. Popiela,Bielany,ulica
ulica ks. Jerzego Popiełuszki,ulicy ks. Jerzego Popiełuszki,ul. ks. J. Popiełuszki,Żoliborz,ulica
ulica Romana Popiołka,ulicy Romana Popiołka,ul. R. Popiołka,Bemowo,ulica
ulica Popiołów,ulicy Popiołów,ul. Popiołów,Wawer,ulica
ulica Popradzka,ulicy Popradzkiej,ul. Popradzka,Wawer,ulica
ulica Poprawna,ulicy Poprawnej,ul. Poprawna,Wawer,ulica
ulica I Poprzeczna,ulicy I Poprzecznej,ul. I Poprzeczna,Wawer,ulica
ulica II Poprzeczna,ulicy II Poprzecznej,ul. II Poprzeczna,Wawer,ulica
ulica III Poprzeczna,ulicy III Poprzecznej,ul. III Poprzeczna,Wawer,ulica
ulica IV Poprzeczna,ulicy IV Poprzecznej,ul. IV Poprzeczna,Wawer,ulica
ulica V Poprzeczna,ulicy V Poprzecznej,ul. V Poprzeczna,Wawer,ulica
ulica VI Poprzeczna,ulicy VI Poprzecznej,ul. VI Poprzeczna,Wawer,ulica
ulica VII Poprzeczna,ulicy VII Poprzecznej,ul. VII Poprzeczna,Wawer,ulica
ulica VIII Poprzeczna,ulicy VIII Poprzecznej,ul. VIII Poprzeczna,Wawer,ulica
ulica IX Poprzeczna,ulicy IX Poprzecznej,ul. IX Poprzeczna,Wawer,ulica
ulica X Poprzeczna,ulicy X Poprzecznej,ul. X Poprzeczna,Wawer,ulica
ulica XI Poprzeczna,ulicy XI Poprzecznej,ul. XI Poprzeczna,Wawer,ulica
ulica XII Poprzeczna,ulicy XII Poprzecznej,ul. XII Poprzeczna,Wawer,ulica
ulica Popularna,ulicy Popularnej,ul. Popularna,Włochy,ulica
ulica Porajów,ulicy Porajów,ul. Porajów,Białołęka,ulica
ulica Poranek,ulicy Poranek,ul. Poranek,Wilanów,ulica
ulica Poranna,ulicy Porannej,ul. Poranna,Targówek,ulica
ulica Porannej Bryzy,ulicy Porannej Bryzy,ul. Porannej Bryzy,Targówek,ulica
ulica Porannej Rosy,ulicy Porannej Rosy,ul. Porannej Rosy,Białołęka,ulica
ulica Porcelanowa,ulicy Porcelanowej,ul. Porcelanowa,Włochy,ulica
ulica Porębska,ulicy Porębskiej,ul. Porębska,Wawer,ulica
ulica Poręby,ulicy Poręby,ul. Poręby,Białołęka,ulica
ulica Poronińska,ulicy Poronińskiej,ul. Poronińska,Włochy,ulica
ulica Porostowa,ulicy Porostowej,ul. Porostowa,Wawer,ulica
ulica Porośle,ulicy Porośle,ul. Porośle,Wawer,ulica
ulica Portofino,ulicy Portofino,ul. Portofino,Mokotów,ulica
ulica Portowa,ulicy Portowej,ul. Portowa,Białołęka,ulica
ulica Pory,ulicy Pory,ul. Pory,Mokotów,ulica
ulica Porzeczkowa,ulicy Porzeczkowej,ul. Porzeczkowa,Białołęka,ulica
ulica Posag 7 Panien,ulicy Posag 7 Panien,ul. Posag 7 Panien,Ursus,ulica
ulica Posejdona,ulicy Posejdona,ul. Posejdona,Bemowo,ulica
ulica Poselska,ulicy Poselskiej,ul. Poselska,Praga-Południe,ulica
ulica Posłańców,ulicy Posłańców,ul. Posłańców,Rembertów,ulica
ulica Pospieszna,ulicy Pospiesznej,ul. Pospieszna,Targówek,ulica
ulica Pospolita,ulicy Pospolitej,ul. Pospolita,Targówek,ulica
ulica Postępu,ulicy Postępu,ul. Postępu,Mokotów,ulica
ulica Pośrednia,ulicy Pośredniej,ul. Pośrednia,Białołęka,ulica
ulica Poświaty,ulicy Poświaty,ul. Poświaty,Wesoła,ulica
ulica Poświętna,ulicy Poświętnej,ul. Poświętna,Rembertów,ulica
ulica Potażowa,ulicy Potażowej,ul. Potażowa,Włochy,ulica
ulica Potocka,ulicy Potockiej,ul. Potocka,Żoliborz,ulica
ulica Potockich,ulicy Potockich,ul. Potockich,Wawer,ulica
ulica Ignacego Potockiego,ulicy Ignacego Potockiego,ul. I. Potockiego,Śródmieście,ulica
ulica Potoki,ulicy Potoki,ul. Potoki,Mokotów,ulica
ulica Potrzebna,ulicy Potrzebnej,ul. Potrzebna,"Włochy, Wola",ulica
ulica Potulicka,ulicy Potulickiej,ul. Potulicka,Targówek,ulica
ulica Potułkały,ulicy Potułkały,ul. Potułkały,Wilanów,ulica
ulica Powałów,ulicy Powałów,ul. Powałów,Białołęka,ulica
ulica Powązkowska,ulicy Powązkowskiej,ul. Powązkowska,"Bielany, Wola, Żoliborz",ulica
ulica Powiatowa,ulicy Powiatowej,ul. Powiatowa,Wawer,ulica
ulica Powojowa,ulicy Powojowej,ul. Powojowa,Wawer,ulica
ulica Powroźnicza,ulicy Powroźniczej,ul. Powroźnicza,Rembertów,ulica
ulica Powsińska,ulicy Powsińskiej,ul. Powsińska,Mokotów,ulica
Rondo Powstania Węgierskiego'56,Ronda Powstania Węgierskiego'56,Rondo Powstania Węgierskiego'56,Ursynów,Rondo
ulica Powstańców Śląskich,ulicy Powstańców Śląskich,ul. Powstańców Śląskich,Bemowo,ulica
Plac Powstańców Warszawy,Placu Powstańców Warszawy,pl. Powstańców Warszawy,Śródmieście,Plac
ulica Powstańców Warszawy,ulicy Powstańców Warszawy,ul. Powstańców Warszawy,Wesoła,ulica
ulica Powstańców Wielkopolskich,ulicy Powstańców Wielkopolskich,ul. Powstańców Wielkopolskich,Ochota,ulica
ulica Powszechna,ulicy Powszechnej,ul. Powszechna,Wawer,ulica
ulica Poziomkowa,ulicy Poziomkowej,ul. Poziomkowa,Włochy,ulica
ulica Poznańska,ulicy Poznańskiej,ul. Poznańska,Śródmieście,ulica
ulica Pozytywki,ulicy Pozytywki,ul. Pozytywki,Ursynów,ulica
ulica Pożarowa,ulicy Pożarowej,ul. Pożarowa,Targówek,ulica
ulica Mieczysława Pożaryskiego,ulicy Mieczysława Pożaryskiego,ul. M. Pożaryskiego,Wawer,ulica
ulica Półksiężyca,ulicy Półksiężyca,ul. Półksiężyca,Ursynów,ulica
ulica Północna,ulicy Północnej,ul. Północna,Wawer,ulica
ulica Prabucka,ulicy Prabuckiej,ul. Prabucka,Wawer,ulica
ulica Prałatowska,ulicy Prałatowskiej,ul. Prałatowska,Targówek,ulica
ulica Praska,ulicy Praskiej,ul. Praska,Targówek,ulica
ulica 1 Praskiego Pułku WP,ulicy 1 Praskiego Pułku WP,ul. 1 Praskiego Pułku,Praga-Południe,ulica
ulica 1 Praskiego Pułku WP,ulicy 1 Praskiego Pułku WP,ul. 1 Praskiego Pułku,Wesoła,ulica
ulica Prasowa,ulicy Prasowej,ul. Prasowa,Wawer,ulica
ulica Pratulińska,ulicy Pratulińskiej,ul. Pratulińska,Targówek,ulica
ulica Prawdziwka,ulicy Prawdziwka,ul. Prawdziwka,Ursynów,ulica
ulica Prawnicza,ulicy Prawniczej,ul. Prawnicza,Ursus,ulica
ulica Prażmowska,ulicy Prażmowskiej,ul. Prażmowska,Ursus,ulica
ulica Ignacego Prądzyńskiego,ulicy Ignacego Prądzyńskiego,ul. I. Prądzyńskiego,Wola,ulica
ulica Prezydencka,ulicy Prezydenckiej,ul. Prezydencka,Ochota,ulica
ulica Prętowa,ulicy Prętowej,ul. Prętowa,Wilanów,ulica
ulica Prochowa,ulicy Prochowej,ul. Prochowa,Praga-Południe,ulica
ulica Produkcyjna,ulicy Produkcyjnej,ul. Produkcyjna,Białołęka,ulica
ulica Profesorska,ulicy Profesorskiej,ul. Profesorska,Śródmieście,ulica
ulica Progi,ulicy Progi,ul. Progi,Śródmieście,ulica
ulica Prokuratorska,ulicy Prokuratorskiej,ul. Prokuratorska,Ochota,ulica
ulica Proletariatczyków,ulicy Proletariatczyków,ul. Proletariatczyków,Białołęka,ulica
ulica Promenada,ulicy Promenada,ul. Promenada,Mokotów,ulica
ulica Prometeusza,ulicy Prometeusza,ul. Prometeusza,Bemowo,ulica
ulica Promienista,ulicy Promienistej,ul. Promienista,Włochy,ulica
Aleja Promienistych,Alei Promienistych,al. Promienistych,Mokotów,Aleja
ulica Promienna,ulicy Promiennej,ul. Promienna,Targówek,ulica
ulica Promienna,ulicy Promiennej,ul. Promienna,Wesoła,ulica
ulica Kazimierza Promyka,ulicy Kazimierza Promyka,ul. K. Promyka,Żoliborz,ulica
ulica Promykowa,ulicy Promykowej,ul. Promykowa,Wawer,ulica
ulica Prosta,ulicy Prostej,ul. Prosta,Wola,ulica
ulica Prosta,ulicy Prostej,ul. Prosta,Wesoła,ulica
ulica Protazego,ulicy Protazego,ul. Protazego,Targówek,ulica
ulica Prozy,ulicy Prozy,ul. Prozy,Bielany,ulica
ulica Adama Próchnika,ulicy Adama Próchnika,ul. A. Próchnika,Żoliborz,ulica
ulica Próżna,ulicy Próżnej,ul. Próżna,Śródmieście,ulica
ulica Prudnicka,ulicy Prudnickiej,ul. Prudnicka,Włochy,ulica
ulica Bolesława Prusa,ulicy Bolesława Prusa,ul. B. Prusa,Śródmieście,ulica
ulica Bolesława Prusa,ulicy Bolesława Prusa,ul. B. Prusa,Wesoła,ulica
ulica Pruszkowska,ulicy Pruszkowskiej,ul. Pruszkowska,Ochota,ulica
ulica Ksawerego Pruszyńskiego,ulicy Ksawerego Pruszyńskiego,ul. K. Pruszyńskiego,Bielany,ulica
Aleja Prymasa Tysiąclecia,Alei Prymasa Tysiąclecia,al. Prymasa Tysiąclecia,"Ochota, Wola",Aleja
ulica Prymulki,ulicy Prymulki,ul. Prymulki,Wawer,ulica
ulica Aleksandra Prystora,ulicy Aleksandra Prystora,ul. A. Prystora,Ursus,ulica
ulica Pryzmaty,ulicy Pryzmaty,ul. Pryzmaty,Włochy,ulica
ulica Władysława Przanowskiego,ulicy Władysława Przanowskiego,ul. W. Przanowskiego,Wola,ulica
ulica Przasnyska,ulicy Przasnyskiej,ul. Przasnyska,Żoliborz,ulica
ulica Przaśna,ulicy Przaśnej,ul. Przaśna,Białołęka,ulica
ulica Prząśniczek,ulicy Prząśniczek,ul. Prząśniczek,Białołęka,ulica
ulica Przebieg,ulicy Przebieg,ul. Przebieg,Rembertów,ulica
ulica Przechodnia,ulicy Przechodniej,ul. Przechodnia,Śródmieście,ulica
ulica Przechodnia,ulicy Przechodniej,ul. Przechodnia,Wesoła,ulica
ulica Przecławska,ulicy Przecławskiej,ul. Przecławska,Targówek,ulica
ulica Przecznica,ulicy Przecznica,ul. Przecznica,Włochy,ulica
ulica Przedatki,ulicy Przedatki,ul. Przedatki,Wilanów,ulica
ulica Przedmiejska,ulicy Przedmiejskiej,ul. Przedmiejska,Wawer,ulica
ulica Przednia,ulicy Przedniej,ul. Przednia,Włochy,ulica
ulica Przedpole,ulicy Przedpole,ul. Przedpole,Włochy,ulica
ulica Przedświt,ulicy Przedświt,ul. Przedświt,Rembertów,ulica
ulica Przedwiośnie,ulicy Przedwiośnie,ul. Przedwiośnie,Wawer,ulica
ulica Przejazd,ulicy Przejazd,ul. Przejazd,Mokotów,ulica
ulica Przejazdowa,ulicy Przejazdowej,ul. Przejazdowa,Ursus,ulica
ulica Przejazdowa,ulicy Przejazdowej,ul. Przejazdowa,Wesoła,ulica
ulica Przejezdna,ulicy Przejezdnej,ul. Przejezdna,Białołęka,ulica
ulica Przekorna,ulicy Przekornej,ul. Przekorna,Wilanów,ulica
ulica Przelot,ulicy Przelot,ul. Przelot,Wawer,ulica
ulica Przełęczy,ulicy Przełęczy,ul. Przełęczy,Wawer,ulica
ulica Przemian,ulicy Przemian,ul. Przemian,Białołęka,ulica
ulica Przemyska,ulicy Przemyskiej,ul. Przemyska,Ochota,ulica
ulica Przemysława II,ulicy Przemysława II,ul. Przemysława II,Ursus,ulica
ulica Przemysłowa,ulicy Przemysłowej,ul. Przemysłowa,Śródmieście,ulica
ulica Przepiórki,ulicy Przepiórki,ul. Przepiórki,Włochy,ulica
ulica Przerwana,ulicy Przerwanej,ul. Przerwana,Włochy,ulica
ulica Przeskok,ulicy Przeskok,ul. Przeskok,Śródmieście,ulica
ulica Przesmyk,ulicy Przesmyk,ul. Przesmyk,Włochy,ulica
ulica Przestronna,ulicy Przestronnej,ul. Przestronna,Wilanów,ulica
ulica Przewłocka,ulicy Przewłockiej,ul. Przewłocka,Rembertów,ulica
ulica Przewodowa,ulicy Przewodowej,ul. Przewodowa,Wawer,ulica
ulica Przeworska,ulicy Przeworskiej,ul. Przeworska,Praga-Południe,ulica
ulica Przewoźników,ulicy Przewoźników,ul. Przewoźników,Targówek,ulica
ulica Przeździecka,ulicy Przeździeckiej,ul. Przeździecka,Białołęka,ulica
ulica Przodowników,ulicy Przodowników,ul. Przodowników,Wawer,ulica
ulica Przy Agorze,ulicy Przy Agorze,ul. Przy Agorze,Bielany,ulica
ulica Przy Bażantarni,ulicy Przy Bażantarni,ul. Przy Bażantarni,Ursynów,ulica
ulica Przy Bernardyńskiej Wodzie,ulicy Przy Bernardyńskiej Wodzie,ul. Przy Bernardyńskiej Wodzie,Mokotów,ulica
ulica Przy Forcie,ulicy Przy Forcie,ul. Przy Forcie,Ursus,ulica
ulica Przy Fosie,ulicy Przy Fosie,ul. Przy Fosie,Bemowo,ulica
ulica Przy Grobli,ulicy Przy Grobli,ul. Przy Grobli,Mokotów,ulica
ulica Przy Grodzisku,ulicy Przy Grodzisku,ul. Przy Grodzisku,Targówek,ulica
ulica Przy Kanale,ulicy Przy Kanale,ul. Przy Kanale,Białołęka,ulica
ulica Przy Lasku,ulicy Przy Lasku,ul. Przy Lasku,Wola,ulica
ulica Przy Parku,ulicy Przy Parku,ul. Przy Parku,Ochota,ulica
ulica Przy Trasie,ulicy Przy Trasie,ul. Przy Trasie,Białołęka,ulica
ulica Przy Wodzie,ulicy Przy Wodzie,ul. Przy Wodzie,Targówek,ulica
ulica Juliana Przybosia,ulicy Juliana Przybosia,ul. J. Przybosia,Śródmieście,ulica
ulica Czesława Przybylskiego,ulicy Czesława Przybylskiego,ul. Cz. Przybylskiego,Ursynów,ulica
ulica Stanisława Przybyszewskiego,ulicy Stanisława Przybyszewskiego,ul. S. Przybyszewskiego,Bielany,ulica
ulica Przyce,ulicy Przyce,ul. Przyce,Wola,ulica
ulica Przyczółkowa,ulicy Przyczółkowej,ul. Przyczółkowa,Wilanów,ulica
ulica Przydrożna,ulicy Przydrożnej,ul. Przydrożna,Białołęka,ulica
ulica Przygodna,ulicy Przygodnej,ul. Przygodna,Wawer,ulica
ulica Przyjacielska,ulicy Przyjacielskiej,ul. Przyjacielska,Wawer,ulica
Aleja Przyjaciół,Alei Przyjaciół,al. Przyjaciół,Śródmieście,Aleja
ulica Przyjazna,ulicy Przyjaznej,ul. Przyjazna,Białołęka,ulica
ulica Przyjaźni,ulicy Przyjaźni,ul. Przyjaźni,Wawer,ulica
Osiedle Przyjaźń,Osiedla Przyjaźń,os. Przyjaźń,Bemowo,Osiedle
ulica Przyjemna,ulicy Przyjemnej,ul. Przyjemna,Wawer,ulica
ulica Przykoszarowa,ulicy Przykoszarowej,ul. Przykoszarowa,Białołęka,ulica
ulica Przylaszczkowa,ulicy Przylaszczkowej,ul. Przylaszczkowa,Wawer,ulica
ulica Przylesie,ulicy Przylesie,ul. Przylesie,Białołęka,ulica
ulica Przyleśna,ulicy Przyleśnej,ul. Przyleśna,Wawer,ulica
ulica Przyleśna,ulicy Przyleśnej,ul. Przyleśna,Wesoła,ulica
ulica Przyłęcka,ulicy Przyłęckiej,ul. Przyłęcka,Włochy,ulica
Plac Przymierza,Placu Przymierza,pl. Przymierza,Praga-Południe,Plac
ulica Przyokopowa,ulicy Przyokopowej,ul. Przyokopowa,Wola,ulica
ulica Przyrodnicza,ulicy Przyrodniczej,ul. Przyrodnicza,Białołęka,ulica
ulica Przyrynek,ulicy Przyrynek,ul. Przyrynek,Śródmieście,ulica
ulica Przyrzecze,ulicy Przyrzecze,ul. Przyrzecze,Białołęka,ulica
ulica Przystaniowa,ulicy Przystaniowej,ul. Przystaniowa,Śródmieście,ulica
ulica Przytulna,ulicy Przytulnej,ul. Przytulna,Białołęka,ulica
ulica Przytyk,ulicy Przytyk,ul. Przytyk,Bielany,ulica
Aleja „Psotki i Śmieszki”,Alei „Psotki i Śmieszki”,al. „Psotki i Śmieszki”,Śródmieście,Aleja parkowa
ulica Pstra,ulicy Pstrej,ul. Pstra,Białołęka,ulica
ulica Wincentego Pstrowskiego,ulicy Wincentego Pstrowskiego,ul. W. Pstrowskiego,Wesoła,ulica
ulica Pszczela,ulicy Pszczelej,ul. Pszczela,Białołęka,ulica
ulica Pszczółki Mai,ulicy Pszczółki Mai,ul. Pszczółki Mai,Białołęka,ulica
ulica Pszczyńska,ulicy Pszczyńskiej,ul. Pszczyńska,Targówek,ulica
ulica Andrzeja Pszenickiego,ulicy Andrzeja Pszenickiego,ul. A. Pszenickiego,Mokotów,ulica
ulica Pszeniczna,ulicy Pszenicznej,ul. Pszeniczna,Białołęka,ulica
ulica Ptasi Raj,ulicy Ptasi Raj,ul. Ptasi Raj,Bielany,ulica
ulica Ptasia,ulicy Ptasiej,ul. Ptasia,Śródmieście,ulica
ulica Ptasia,ulicy Ptasiej,ul. Ptasia,Wesoła,ulica
ulica Ptysiowa,ulicy Ptysiowej,ul. Ptysiowa,Wilanów,ulica
ulica Giacomo Pucciniego,ulicy Giacomo Pucciniego,ul. G. Pucciniego,Białołęka,ulica
ulica Puchaczy,ulicy Puchaczy,ul. Puchaczy,Ursynów,ulica
ulica Puchalska,ulicy Puchalskiej,ul. Puchalska,Ursynów,ulica
ulica Kazimierza Pułaskiego,ulicy Kazimierza Pułaskiego,ul. K. Pułaskiego,Białołęka,ulica
ulica Puławska,ulicy Puławskiej,ul. Puławska,"Mokotów, Ursynów",ulica
ulica Pułkowa,ulicy Pułkowej,ul. Pułkowa,Bielany,ulica
ulica Pułku AK „Baszta”,ulicy Pułku AK „Baszta”,ul. Pułku AK „Baszta”,Mokotów,ulica
ulica Pułku AK „Broda”,ulicy Pułku AK „Broda”,ul. Pułku AK „Broda”,Mokotów,ulica
ulica Pułku AK „Waligóra”,ulicy Pułku AK „Waligóra”,ul. Pułku AK „Waligóra”,Mokotów,ulica
ulica 21 Pułku Piechoty Dzieci Warszawy,ulicy 21 Pułku Piechoty Dzieci Warszawy,ul. 21 PP Dzieci Warszawy,Praga-Południe,ulica
ulica Pułtuska,ulicy Pułtuskiej,ul. Pułtuska,Praga-Południe,ulica
ulica Pustelnicka,ulicy Pustelnickiej,ul. Pustelnicka,Praga-Południe,ulica
ulica Pustola,ulicy Pustola,ul. Pustola,Wola,ulica
ulica Pustułeczki,ulicy Pustułeczki,ul. Pustułeczki,Ursynów,ulica
ulica Puszczy Solskiej,ulicy Puszczy Solskiej,ul. Puszczy Solskiej,Bemowo,ulica
ulica Puszczyka,ulicy Puszczyka,ul. Puszczyka,Ursynów,ulica
ulica Puszkarzy,ulicy Puszkarzy,ul. Puszkarzy,Rembertów,ulica
ulica Puzonistów,ulicy Puzonistów,ul. Puzonistów,Ursynów,ulica
ulica Kazimierza Pużaka,ulicy Kazimierza Pużaka,ul. K. Pużaka,Ursus,ulica
ulica Pyszniańska,ulicy Pyszniańskiej,ul. Pyszniańska,Ursynów,ulica
ulica Władysława Pytlasińskiego,ulicy Władysława Pytlasińskiego,ul. W. Pytlasińskiego,Mokotów,ulica
ulica Henryka Raabego,ulicy Henryka Raabego,ul. H. Raabego,Ursynów,ulica
ulica Rabarbarowa,ulicy Rabarbarowej,ul. Rabarbarowa,Mokotów,ulica
ulica Rabatowa,ulicy Rabatowej,ul. Rabatowa,Wawer,ulica
ulica Rabczańska,ulicy Rabczańskiej,ul. Rabczańska,Mokotów,ulica
ulica Rabsztyńska,ulicy Rabsztyńskiej,ul. Rabsztyńska,Wola,ulica
ulica Raciborska,ulicy Raciborskiej,ul. Raciborska,Białołęka,ulica
ulica Racjonalizacji,ulicy Racjonalizacji,ul. Racjonalizacji,Mokotów,ulica
ulica Racławicka,ulicy Racławickiej,ul. Racławicka,"Mokotów, Ochota",ulica
ulica Radarowa,ulicy Radarowej,ul. Radarowa,Włochy,ulica
ulica Radecka,ulicy Radeckiej,ul. Radecka,Bielany,ulica
Rondo Radia Wolna Europa,Ronda Radia Wolna Europa,Rondo Radia Wolna Europa,Bemowo,Rondo
ulica Radiowa,ulicy Radiowej,ul. Radiowa,Bemowo,ulica
Aleja Radiowej Trójki,Alei Radiowej Trójki,al. Radiowej Trójki,Śródmieście,Aleja parkowa
ulica Radłowa,ulicy Radłowej,ul. Radłowa,Wawer,ulica
ulica Radłowska,ulicy Radłowskiej,ul. Radłowska,Wawer,ulica
ulica Radna,ulicy Radnej,ul. Radna,Śródmieście,ulica
ulica Radomska,ulicy Radomskiej,ul. Radomska,Ochota,ulica
ulica Radomszczańska,ulicy Radomszczańskiej,ul. Radomszczańska,Wawer,ulica
ulica Radosna,ulicy Radosnej,ul. Radosna,Wilanów,ulica
ulica Radosna,ulicy Radosnej,ul. Radosna,Wesoła,ulica
ulica Radoszycka,ulicy Radoszyckiej,ul. Radoszycka,Wawer,ulica
ulica Raduńska,ulicy Raduńskiej,ul. Raduńska,Bielany,ulica
ulica Radzanowska,ulicy Radzanowskiej,ul. Radzanowska,Wola,ulica
ulica Radziejowicka,ulicy Radziejowickiej,ul. Radziejowicka,Bemowo,ulica
ulica Radziłowska,ulicy Radziłowskiej,ul. Radziłowska,Praga-Południe,ulica
ulica Radziwie,ulicy Radziwie,ul. Radziwie,Wola,ulica
ulica Barbary Radziwiłłówny,ulicy Barbary Radziwiłłówny,ul. Barbary Radziwiłłówny,Ursus,ulica
ulica Radzymińska,ulicy Radzymińskiej,ul. Radzymińska,"Praga-Północ, Targówek",ulica
ulica Rafaela,ulicy Rafaela,ul. Rafaela,Targówek,ulica
ulica Rafałowska,ulicy Rafałowskiej,ul. Rafałowska,Wawer,ulica
ulica Rafii,ulicy Rafii,ul. Rafii,Rembertów,ulica
ulica kpt. Władysława Raginisa,ulicy kpt. Władysława Raginisa,ul. kpt. W. Raginisa,Bemowo,ulica
ulica Rajców,ulicy Rajców,ul. Rajców,Śródmieście,ulica
ulica Rajgrasowa,ulicy Rajgrasowej,ul. Rajgrasowa,Białołęka,ulica
ulica Rajgrodzka,ulicy Rajgrodzkiej,ul. Rajgrodzka,Targówek,ulica
ulica Rajmunda,ulicy Rajmunda,ul. Rajmunda,Targówek,ulica
ulica Rajska,ulicy Rajskiej,ul. Rajska,Mokotów,ulica
ulica Rajskich Ptaków,ulicy Rajskich Ptaków,ul. Rajskich Ptaków,Ursynów,ulica
ulica Rajszewska,ulicy Rajszewskiej,ul. Rajszewska,Bielany,ulica
ulica Rakietników,ulicy Rakietników,ul. Rakietników,Ursus,ulica
ulica Rakowiecka,ulicy Rakowieckiej,ul. Rakowiecka,Mokotów,ulica
ulica Rakowska,ulicy Rakowskiej,ul. Rakowska,Włochy,ulica
ulica Elżbiety Rakuszanki,ulicy Elżbiety Rakuszanki,ul. Elżbiety Rakuszanki,Ursus,ulica
ulica Ramowa,ulicy Ramowej,ul. Ramowa,Praga-Południe,ulica
ulica Raniuszka,ulicy Raniuszka,ul. Raniuszka,Ursynów,ulica
ulica Wincentego Rapackiego,ulicy Wincentego Rapackiego,ul. W. Rapackiego,Ochota,ulica
ulica Rapperswilska,ulicy Rapperswilskiej,ul. Rapperswilska,Praga-Południe,ulica
ulica Franciszka Raszei,ulicy Franciszka Raszei,ul. F. Raszei,Wola,ulica
ulica Rasztowska,ulicy Rasztowskiej,ul. Rasztowska,Rembertów,ulica
ulica Raszyńska,ulicy Raszyńskiej,ul. Raszyńska,Ochota,ulica
ulica Macieja Rataja,ulicy Macieja Rataja,ul. M. Rataja,Ursynów,ulica
ulica Ratoszyńska,ulicy Ratoszyńskiej,ul. Ratoszyńska,Wawer,ulica
ulica Ratuszowa,ulicy Ratuszowej,ul. Ratuszowa,Praga-Północ,ulica
Plac Ratuszowy,Placu Ratuszowego,pl. Ratuszowy,Targówek,Plac
ulica Ratyniecka,ulicy Ratynieckiej,ul. Ratyniecka,Wawer,ulica
ulica Rawicka,ulicy Rawickiej,ul. Rawicka,Wawer,ulica
ulica Rawska,ulicy Rawskiej,ul. Rawska,Ursus,ulica
ulica gen. Ludomiła Rayskiego,ulicy gen. Ludomiła Rayskiego,ul. gen. L. Rayskiego,Bemowo,ulica
ulica Rąblowska,ulicy Rąblowskiej,ul. Rąblowska,Bemowo,ulica
ulica Rdestowa,ulicy Rdestowej,ul. Rdestowa,Wawer,ulica
Rondo Ronalda Reagana,Ronda Ronalda Reagana,Rondo R. Reagana,Włochy,Rondo
ulica Rebusowa,ulicy Rebusowej,ul. Rebusowa,Włochy,ulica
ulica Tadeusza Rechniewskiego,ulicy Tadeusza Rechniewskiego,ul. T. Rechniewskiego,Praga-Południe,ulica
ulica Redaktorska,ulicy Redaktorskiej,ul. Redaktorska,Włochy,ulica
ulica Redutowa,ulicy Redutowej,ul. Redutowa,Wola,ulica
ulica Referendarska,ulicy Referendarskiej,ul. Referendarska,Ochota,ulica
ulica Regatowa,ulicy Regatowej,ul. Regatowa,Targówek,ulica
ulica Tadeusza Regera,ulicy Tadeusza Regera,ul. T. Regera,Wawer,ulica
ulica Regionalna,ulicy Regionalnej,ul. Regionalna,Wawer,ulica
ulica Regulska,ulicy Regulskiej,ul. Regulska,Ursus,ulica
ulica Michała Reichera,ulicy Michała Reichera,ul. M. Reichera,Targówek,ulica
ulica Mikołaja Reja,ulicy Mikołaja Reja,ul. M. Reja,Ochota,ulica
ulica Mikołaja Reja,ulicy Mikołaja Reja,ul. M. Reja,Wesoła,ulica
ulica Mariana Rejewskiego,ulicy Mariana Rejewskiego,ul. M. Rejewskiego,Ursynów,ulica
ulica Rejonowa,ulicy Rejonowej,ul. Rejonowa,Włochy,ulica
ulica II Rejonu AK,ulicy II Rejonu AK,ul. II Rejonu AK,Targówek,ulica
ulica Rejowiecka,ulicy Rejowieckiej,ul. Rejowiecka,Wawer,ulica
ulica Rejsu,ulicy Rejsu,ul. Rejsu,Mokotów,ulica
ulica Tadeusza Rejtana,ulicy Tadeusza Rejtana,ul. T. Rejtana,Mokotów,ulica
ulica Tadeusza Rejtana,ulicy Tadeusza Rejtana,ul. T. Rejtana,Wesoła,ulica
ulica Rekrucka,ulicy Rekruckiej,ul. Rekrucka,"Rembertów, Wawer",ulica
ulica Rektorska,ulicy Rektorskiej,ul. Rektorska,Śródmieście,ulica
ulica Relaksowa,ulicy Relaksowej,ul. Relaksowa,Ursynów,ulica
